User name,AWS access key,Event time,Event source,Event name,AWS region,Source IP address,User agent,Error code,Resources,Request ID,Event ID,Read-only,Event type,Recipient Account Id,Event category;;;
CloudTrail,ASIA4B4RYUGIHFUS2ONM,2020-09-26T13:20:18Z,iam.amazonaws.com,ChangePassword,us-east-1,AWS Internal,AWS Internal,,[],de6f43e3-66cf-43e0-80e7-0f02c4b6d629,b76b8732-5e1b-4218-90f6-abdda006b4ff,false,AwsApiCall,828697518480,;;;
"root,ASIA4B4RYUGIHSDRNRP6,2020-09-16T18:53:42Z,ec2.amazonaws.com,CreateRoute,eu-west-3,213.55.244.43,console.ec2.amazonaws.com,Client.InvalidParameterValue,""[{""""resourceType"""":""""AWS::EC2::RouteTable"""",""""resourceName"""":""""rtb-0c9de1773aca227a5""""},{""""resourceType"""":null,""""resourceName"""":""""igw-03864155d1fdcdb23""""}]"",f508c08c-67cf-4ed9-9733-1a0df76205d6,9e2ba075-2851-4058-b710-3ddd02d2db3a,,AwsApiCall,828697518480,";;;
"root,ASIA4B4RYUGIHSDRNRP6,2020-09-16T18:50:48Z,ec2.amazonaws.com,AssociateRouteTable,eu-west-3,213.55.244.43,console.ec2.amazonaws.com,,""[{""""resourceType"""":""""AWS::EC2::RouteTable"""",""""resourceName"""":""""rtb-0c9de1773aca227a5""""},{""""resourceType"""":""""AWS::EC2::SubnetRouteTableAssociation"""",""""resourceName"""":""""rtbassoc-0caf44c22edda882d""""},{""""resourceType"""":""""AWS::EC2::Subnet"""",""""resourceName"""":""""subnet-01397f2c829c0cdf8""""}]"",4847f9f2-e2c0-4642-afe0-961fa8128a48,ab55bb2f-e32a-4e67-b30f-9084d87a1de5,,AwsApiCall,828697518480,";;;
"root,ASIA4B4RYUGIHSDRNRP6,2020-09-16T18:50:48Z,ec2.amazonaws.com,AssociateRouteTable,eu-west-3,213.55.244.43,console.ec2.amazonaws.com,,""[{""""resourceType"""":""""AWS::EC2::RouteTable"""",""""resourceName"""":""""rtb-0c9de1773aca227a5""""},{""""resourceType"""":""""AWS::EC2::SubnetRouteTableAssociation"""",""""resourceName"""":""""rtbassoc-0e0b01aa93c54fd60""""},{""""resourceType"""":""""AWS::EC2::Subnet"""",""""resourceName"""":""""subnet-069b8c268f3528a95""""}]"",34344089-2ebe-4007-b1af-b1aa43cb42a8,bc839641-7c02-40f1-ac6b-1fbfa2e9d84e,,AwsApiCall,828697518480,";;;
root,,2020-09-16T18:22:01Z,signin.amazonaws.com,ConsoleLogin,us-east-1,213.55.244.43,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:80.0) Gecko/20100101 Firefox/80.0,,[],,094c0908-951f-4b9c-b7d0-60b5e0c0f6d6,,AwsConsoleSignIn,828697518480,
"SLRManagement,,2020-09-13T16:32:31Z,ec2.amazonaws.com,DeleteNetworkInterface,eu-west-3,rds.amazonaws.com,rds.amazonaws.com,,""[{""""resourceType"""":""""AWS::EC2::NetworkInterface"""",""""resourceName"""":""""eni-032fb9e43fa65123b""""}]"",fd4a9995-215f-46f4-9dfb-205e7947a613,35e57a5d-92c5-471b-a5ab-be7745a3ef18,,AwsApiCall,828697518480,";;;
"SLRManagement,,2020-09-13T16:32:31Z,ec2.amazonaws.com,DeleteNetworkInterface,eu-west-3,rds.amazonaws.com,rds.amazonaws.com,,""[{""""resourceType"""":""""AWS::EC2::NetworkInterface"""",""""resourceName"""":""""eni-0a70c857a6257c850""""}]"",7fa6ee87-3bf6-4b54-ab04-1b7bd32a2fb2,fb539ece-d1f0-485d-9bbd-f83242260ebf,,AwsApiCall,828697518480,";;;
"root,ASIA4B4RYUGIPYRLMAT5,2020-09-13T16:29:46Z,ec2.amazonaws.com,TerminateInstances,eu-west-3,213.55.244.43,console.ec2.amazonaws.com,,""[{""""resourceType"""":""""AWS::EC2::Instance"""",""""resourceName"""":""""i-00ac092fdf3b594d2""""}]"",61d9bd98-d77d-41de-b9ac-39a0cb426f53,9e695b3d-ab43-42d3-a347-bb9d2843d819,,AwsApiCall,828697518480,";;;
"root,ASIA4B4RYUGID7VSSUIJ,2020-09-13T16:28:30Z,rds.amazonaws.com,DeleteDBInstance,eu-west-3,213.55.244.43,console.amazonaws.com,,""[{""""resourceType"""":""""AWS::RDS::DBInstance"""",""""resourceName"""":""""udacityreplica2""""},{""""resourceType"""":""""AWS::EC2::VPC"""",""""resourceName"""":""""vpc-0ccfb2e27fdb05e8b""""},{""""resourceType"""":""""AWS::RDS::DBSubnetGroup"""",""""resourceName"""":""""rdssubnetgroup2""""},{""""resourceType"""":""""AWS::EC2::SecurityGroup"""",""""resourceName"""":""""sg-039ded1421e83b66d""""},{""""resourceType"""":""""AWS::RDS::DBOptionGroup"""",""""resourceName"""":""""default:mysql-8-0""""},{""""resourceType"""":""""AWS::EC2::Subnet"""",""""resourceName"""":""""subnet-01397f2c829c0cdf8""""},{""""resourceType"""":""""AWS::EC2::Subnet"""",""""resourceName"""":""""subnet-0dbfb2d6bbf6a7375""""},{""""resourceType"""":""""AWS::EC2::Subnet"""",""""resourceName"""":""""subnet-0b8be041d0ac9af3e""""},{""""resourceType"""":""""AWS::EC2::Subnet"""",""""resourceName"""":""""subnet-069b8c268f3528a95""""},{""""resourceType"""":""""AWS::RDS::DBParameterGroup"""",""""resourceName"""":""""default.mysql8.0""""}]"",7c4e10ed-cf52-44ce-a6f8-ee552c2d8d2b,e73a5f09-b910-4c4d-ada6-b13532649df5,,AwsApiCall,828697518480,";;;
"root,ASIA4B4RYUGID7VSSUIJ,2020-09-13T15:17:14Z,rds.amazonaws.com,PromoteReadReplica,eu-west-3,213.55.244.43,console.amazonaws.com,,""[{""""resourceType"""":""""AWS::RDS::DBInstance"""",""""resourceName"""":""""arn:aws:rds:us-east-1:828697518480:db:udacity""""},{""""resourceType"""":""""AWS::RDS::DBInstance"""",""""resourceName"""":""""udacityreplica2""""},{""""resourceType"""":""""AWS::EC2::VPC"""",""""resourceName"""":""""vpc-0ccfb2e27fdb05e8b""""},{""""resourceType"""":""""AWS::RDS::DBSubnetGroup"""",""""resourceName"""":""""rdssubnetgroup2""""},{""""resourceType"""":""""AWS::EC2::SecurityGroup"""",""""resourceName"""":""""sg-039ded1421e83b66d""""},{""""resourceType"""":""""AWS::RDS::DBOptionGroup"""",""""resourceName"""":""""default:mysql-8-0""""},{""""resourceType"""":""""AWS::EC2::Subnet"""",""""resourceName"""":""""subnet-01397f2c829c0cdf8""""},{""""resourceType"""":""""AWS::EC2::Subnet"""",""""resourceName"""":""""subnet-0dbfb2d6bbf6a7375""""},{""""resourceType"""":""""AWS::EC2::Subnet"""",""""resourceName"""":""""subnet-0b8be041d0ac9af3e""""},{""""resourceType"""":""""AWS::EC2::Subnet"""",""""resourceName"""":""""subnet-069b8c268f3528a95""""},{""""resourceType"""":""""AWS::RDS::DBParameterGroup"""",""""resourceName"""":""""default.mysql8.0""""}]"",3d8cbaf3-6676-44c9-b5b7-34feb5da87be,2037bee6-952b-49bc-a7e2-146024438e64,,AwsApiCall,828697518480,";;;
root,,2020-09-13T15:02:26Z,signin.amazonaws.com,ConsoleLogin,us-east-1,213.55.244.43,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:80.0) Gecko/20100101 Firefox/80.0,,[],,197025df-c4cb-4f4f-ae4a-6e6df87a6578,,AwsConsoleSignIn,828697518480,
,,2020-09-13T14:09:58Z,ec2.amazonaws.com,SharedSnapshotVolumeCreated,eu-west-3,ec2.amazonaws.com,ec2.amazonaws.com,,[],,b299a8c2-2e34-45dd-90e9-344e18b27dce,false,AwsServiceEvent,828697518480,;;;
"root,ASIA4B4RYUGIJ7LNMRKO,2020-09-13T14:09:54Z,ec2.amazonaws.com,RunInstances,eu-west-3,213.55.244.43,console.ec2.amazonaws.com,,""[{""""resourceType"""":""""AWS::EC2::VPC"""",""""resourceName"""":""""vpc-0ccfb2e27fdb05e8b""""},{""""resourceType"""":""""AWS::EC2::Ami"""",""""resourceName"""":""""ami-0697b068b80d79421""""},{""""resourceType"""":""""AWS::EC2::NetworkInterface"""",""""resourceName"""":""""eni-05fb7a293a9bdf52f""""},{""""resourceType"""":""""AWS::EC2::Instance"""",""""resourceName"""":""""i-00ac092fdf3b594d2""""},{""""resourceType"""":""""AWS::EC2::KeyPair"""",""""resourceName"""":""""udacitykeypair2""""},{""""resourceType"""":""""AWS::EC2::SecurityGroup"""",""""resourceName"""":""""UDARR-Application""""},{""""resourceType"""":""""AWS::EC2::SecurityGroup"""",""""resourceName"""":""""sg-0395f2c2b3fecc859""""},{""""resourceType"""":""""AWS::EC2::Subnet"""",""""resourceName"""":""""subnet-0dbfb2d6bbf6a7375""""}]"",c01a5aa2-f19c-441e-8e9c-cb42f32a0e38,408fb21a-8c89-4239-9ea2-32490fa90c54,,AwsApiCall,828697518480,";;;
"root,ASIA4B4RYUGIJ7LNMRKO,2020-09-13T14:07:45Z,ec2.amazonaws.com,TerminateInstances,eu-west-3,213.55.244.43,console.ec2.amazonaws.com,,""[{""""resourceType"""":""""AWS::EC2::Instance"""",""""resourceName"""":""""i-0c51e97f9846ed68f""""}]"",dae60851-64b3-4a6d-be01-27298a930de2,ff0bc060-4e7d-4a4f-b5d8-0eae004e469d,,AwsApiCall,828697518480,";;;
,,2020-09-13T14:02:35Z,ec2.amazonaws.com,SharedSnapshotVolumeCreated,eu-west-3,ec2.amazonaws.com,ec2.amazonaws.com,,[],,b595e365-2dce-4aaa-bcf0-ccb365fe62bf,false,AwsServiceEvent,828697518480,;;;
"root,ASIA4B4RYUGIJ7LNMRKO,2020-09-13T14:02:31Z,ec2.amazonaws.com,RunInstances,eu-west-3,213.55.244.43,console.ec2.amazonaws.com,,""[{""""resourceType"""":""""AWS::EC2::VPC"""",""""resourceName"""":""""vpc-0ccfb2e27fdb05e8b""""},{""""resourceType"""":""""AWS::EC2::Ami"""",""""resourceName"""":""""ami-0697b068b80d79421""""},{""""resourceType"""":""""AWS::IAM::InstanceProfile"""",""""resourceName"""":""""arn:aws:iam::828697518480:instance-profile/AmazonSSMRoleForInstancesQuickSetup""""},{""""resourceType"""":""""AWS::IAM::InstanceProfile"""",""""resourceName"""":""""AIPA4B4RYUGIJQ5IMMDAX""""},{""""resourceType"""":""""AWS::EC2::NetworkInterface"""",""""resourceName"""":""""eni-01890a514090a27d2""""},{""""resourceType"""":""""AWS::EC2::Instance"""",""""resourceName"""":""""i-0c51e97f9846ed68f""""},{""""resourceType"""":""""AWS::EC2::KeyPair"""",""""resourceName"""":""""udacitykeypair2""""},{""""resourceType"""":""""AWS::EC2::SecurityGroup"""",""""resourceName"""":""""UDARR-Application""""},{""""resourceType"""":""""AWS::EC2::SecurityGroup"""",""""resourceName"""":""""sg-0395f2c2b3fecc859""""},{""""resourceType"""":""""AWS::EC2::Subnet"""",""""resourceName"""":""""subnet-069b8c268f3528a95""""}]"",71c608e4-7148-4b03-99a6-9b2c9e9b8253,536dc2cc-63cc-44b8-aeca-d68438639fe2,,AwsApiCall,828697518480,";;;
"root,ASIA4B4RYUGIJ7LNMRKO,2020-09-13T14:00:59Z,ec2.amazonaws.com,TerminateInstances,eu-west-3,213.55.244.43,console.ec2.amazonaws.com,,""[{""""resourceType"""":""""AWS::EC2::Instance"""",""""resourceName"""":""""i-06df8f5a790308fb3""""}]"",6ee9aeb3-ff5d-4313-afe3-24d06ec43f15,500b8bfa-3153-4db7-80d7-8436898cfe93,,AwsApiCall,828697518480,";;;
"root,ASIA4B4RYUGIJ7LNMRKO,2020-09-13T13:59:13Z,ec2.amazonaws.com,RebootInstances,eu-west-3,213.55.244.43,console.ec2.amazonaws.com,,""[{""""resourceType"""":""""AWS::EC2::Instance"""",""""resourceName"""":""""i-06df8f5a790308fb3""""}]"",9f82dc36-ef2f-4f59-a229-654ab3614abf,34eafdc4-dced-46a9-bbbf-9584e91306d5,,AwsApiCall,828697518480,";;;
,,2020-09-13T13:53:49Z,ec2.amazonaws.com,SharedSnapshotVolumeCreated,eu-west-3,ec2.amazonaws.com,ec2.amazonaws.com,,[],,f18c2100-cb87-431d-93d5-92dc4cdd9354,false,AwsServiceEvent,828697518480,;;;
"root,ASIA4B4RYUGIJ7LNMRKO,2020-09-13T13:53:46Z,ec2.amazonaws.com,RunInstances,eu-west-3,213.55.244.43,console.ec2.amazonaws.com,,""[{""""resourceType"""":""""AWS::EC2::VPC"""",""""resourceName"""":""""vpc-0ccfb2e27fdb05e8b""""},{""""resourceType"""":""""AWS::EC2::Ami"""",""""resourceName"""":""""ami-0697b068b80d79421""""},{""""resourceType"""":""""AWS::EC2::NetworkInterface"""",""""resourceName"""":""""eni-09dd6e2654d0ec60e""""},{""""resourceType"""":""""AWS::EC2::Instance"""",""""resourceName"""":""""i-06df8f5a790308fb3""""},{""""resourceType"""":""""AWS::EC2::KeyPair"""",""""resourceName"""":""""udacitykeypair2""""},{""""resourceType"""":""""AWS::EC2::SecurityGroup"""",""""resourceName"""":""""UDARR-Application""""},{""""resourceType"""":""""AWS::EC2::SecurityGroup"""",""""resourceName"""":""""sg-0395f2c2b3fecc859""""},{""""resourceType"""":""""AWS::EC2::Subnet"""",""""resourceName"""":""""subnet-069b8c268f3528a95""""}]"",1b5b130f-10bf-43fe-86d5-553b5941ef8d,2ada449f-f8ba-4f12-9862-1631e16e2d1a,,AwsApiCall,828697518480,";;;
"root,ASIA4B4RYUGIJ7LNMRKO,2020-09-13T13:51:39Z,ec2.amazonaws.com,CreateKeyPair,eu-west-3,213.55.244.43,console.ec2.amazonaws.com,,""[{""""resourceType"""":""""AWS::EC2::KeyPair"""",""""resourceName"""":""""udacitykeypair2""""}]"",21ac0093-3722-4c82-9197-464f5fbee689,5edb3989-70aa-4f40-b4a6-62f3d9fb1684,,AwsApiCall,828697518480,";;;
"root,ASIA4B4RYUGIJ7LNMRKO,2020-09-13T13:51:10Z,ec2.amazonaws.com,DeleteKeyPair,eu-west-3,213.55.244.43,console.ec2.amazonaws.com,,""[{""""resourceType"""":""""AWS::EC2::KeyPair"""",""""resourceName"""":""""KeyPairUdacity""""}]"",aa1bc8c7-4751-4174-af3b-5c14019d066f,31b05528-1451-4b2e-9a5a-51f09a718531,,AwsApiCall,828697518480,";;;
root,,2020-09-13T12:06:29Z,signin.amazonaws.com,ConsoleLogin,us-east-1,213.55.244.43,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:80.0) Gecko/20100101 Firefox/80.0,,[],,a146c75b-4303-4272-af72-aa80007f9f6f,,AwsConsoleSignIn,828697518480,
"SLRManagement,,2020-09-12T14:02:59Z,ec2.amazonaws.com,ModifyNetworkInterfaceAttribute,eu-west-3,rds.amazonaws.com,rds.amazonaws.com,,""[{""""resourceType"""":""""AWS::EC2::NetworkInterface"""",""""resourceName"""":""""eni-0a70c857a6257c850""""},{""""resourceType"""":""""AWS::EC2::SecurityGroup"""",""""resourceName"""":""""sg-039ded1421e83b66d""""}]"",27a61e0d-ae55-4f57-bab9-7bd27c6b6f76,4277bb82-4527-4b1b-a912-540a3924b056,,AwsApiCall,828697518480,";;;
"SLRManagement,,2020-09-12T14:02:59Z,ec2.amazonaws.com,ModifyNetworkInterfaceAttribute,eu-west-3,rds.amazonaws.com,rds.amazonaws.com,,""[{""""resourceType"""":""""AWS::EC2::NetworkInterface"""",""""resourceName"""":""""eni-032fb9e43fa65123b""""},{""""resourceType"""":""""AWS::EC2::SecurityGroup"""",""""resourceName"""":""""sg-039ded1421e83b66d""""}]"",57e2fabf-7160-40c3-92d6-cd8a4cdb73f7,55f380fb-9f7c-43ef-8670-bd685a550561,,AwsApiCall,828697518480,";;;
"SLRManagement,,2020-09-12T13:53:12Z,ec2.amazonaws.com,CreateNetworkInterface,eu-west-3,rds.amazonaws.com,rds.amazonaws.com,,""[{""""resourceType"""":""""AWS::EC2::VPC"""",""""resourceName"""":""""vpc-0ccfb2e27fdb05e8b""""},{""""resourceType"""":""""AWS::EC2::NetworkInterface"""",""""resourceName"""":""""eni-0a70c857a6257c850""""},{""""resourceType"""":""""AWS::EC2::SecurityGroup"""",""""resourceName"""":""""UDARR-Database""""},{""""resourceType"""":""""AWS::EC2::SecurityGroup"""",""""resourceName"""":""""sg-039ded1421e83b66d""""},{""""resourceType"""":""""AWS::EC2::Subnet"""",""""resourceName"""":""""subnet-0dbfb2d6bbf6a7375""""}]"",cf39dc28-cea4-45ef-b783-d42ed885ad85,a4d03c0f-b559-45c7-a26a-d24dbc00484f,,AwsApiCall,828697518480,";;;
"SLRManagement,,2020-09-12T13:47:05Z,ec2.amazonaws.com,CreateNetworkInterface,eu-west-3,rds.amazonaws.com,rds.amazonaws.com,,""[{""""resourceType"""":""""AWS::EC2::VPC"""",""""resourceName"""":""""vpc-0ccfb2e27fdb05e8b""""},{""""resourceType"""":""""AWS::EC2::NetworkInterface"""",""""resourceName"""":""""eni-032fb9e43fa65123b""""},{""""resourceType"""":""""AWS::EC2::SecurityGroup"""",""""resourceName"""":""""UDARR-Database""""},{""""resourceType"""":""""AWS::EC2::SecurityGroup"""",""""resourceName"""":""""sg-039ded1421e83b66d""""},{""""resourceType"""":""""AWS::EC2::Subnet"""",""""resourceName"""":""""subnet-069b8c268f3528a95""""}]"",8472029a-6483-43b9-b660-2b29563dba49,cbbfd5ab-a6de-40ff-abc2-85d5c3d86982,,AwsApiCall,828697518480,";;;
"root,ASIA4B4RYUGIE7HRPVWZ,2020-09-12T13:45:24Z,rds.amazonaws.com,CreateDBInstanceReadReplica,eu-west-3,213.55.244.43,console.amazonaws.com,,""[{""""resourceType"""":""""AWS::RDS::DBInstance"""",""""resourceName"""":""""arn:aws:rds:us-east-1:828697518480:db:udacity""""},{""""resourceType"""":""""AWS::RDS::DBInstance"""",""""resourceName"""":""""udacityreplica2""""},{""""resourceType"""":""""AWS::EC2::VPC"""",""""resourceName"""":""""vpc-0ccfb2e27fdb05e8b""""},{""""resourceType"""":""""AWS::RDS::DBSubnetGroup"""",""""resourceName"""":""""rdssubnetgroup2""""},{""""resourceType"""":""""AWS::EC2::SecurityGroup"""",""""resourceName"""":""""sg-039ded1421e83b66d""""},{""""resourceType"""":""""AWS::RDS::DBOptionGroup"""",""""resourceName"""":""""default:mysql-8-0""""},{""""resourceType"""":""""AWS::EC2::Subnet"""",""""resourceName"""":""""subnet-01397f2c829c0cdf8""""},{""""resourceType"""":""""AWS::EC2::Subnet"""",""""resourceName"""":""""subnet-0dbfb2d6bbf6a7375""""},{""""resourceType"""":""""AWS::EC2::Subnet"""",""""resourceName"""":""""subnet-0b8be041d0ac9af3e""""},{""""resourceType"""":""""AWS::EC2::Subnet"""",""""resourceName"""":""""subnet-069b8c268f3528a95""""},{""""resourceType"""":""""AWS::RDS::DBParameterGroup"""",""""resourceName"""":""""default.mysql8.0""""}]"",b465fe9c-c944-45fe-a676-af49ae7feb45,553dfcc1-1645-4790-bbfe-f48a50d0226e,,AwsApiCall,828697518480,";;;
"root,ASIA4B4RYUGIE7HRPVWZ,2020-09-12T13:45:04Z,rds.amazonaws.com,CreateDBInstanceReadReplica,eu-west-3,213.55.244.43,console.amazonaws.com,DBInstanceAlreadyExistsFault,""[{""""resourceType"""":""""AWS::RDS::DBInstance"""",""""resourceName"""":""""arn:aws:rds:us-east-1:828697518480:db:udacity""""},{""""resourceType"""":""""AWS::RDS::DBInstance"""",""""resourceName"""":""""udacityreplica""""},{""""resourceType"""":""""AWS::RDS::DBSubnetGroup"""",""""resourceName"""":""""rdssubnetgroup2""""}]"",a7aacb4c-6e44-4d0a-bccd-5623946ec5dc,d50d7d75-82cd-44bf-9793-070623649a0b,,AwsApiCall,828697518480,";;;
"root,ASIA4B4RYUGIF45BJAME,2020-09-12T13:43:10Z,rds.amazonaws.com,DeleteDBInstance,eu-west-3,213.55.244.43,console.amazonaws.com,,""[{""""resourceType"""":""""AWS::RDS::DBInstance"""",""""resourceName"""":""""arn:aws:rds:us-east-1:828697518480:db:udacity""""},{""""resourceType"""":""""AWS::RDS::DBInstance"""",""""resourceName"""":""""udacityreplica""""},{""""resourceType"""":""""AWS::EC2::VPC"""",""""resourceName"""":""""vpc-0ccfb2e27fdb05e8b""""},{""""resourceType"""":""""AWS::RDS::DBSubnetGroup"""",""""resourceName"""":""""rdssubnetgroup2""""},{""""resourceType"""":""""AWS::EC2::SecurityGroup"""",""""resourceName"""":""""sg-039ded1421e83b66d""""},{""""resourceType"""":""""AWS::RDS::DBOptionGroup"""",""""resourceName"""":""""default:mysql-8-0""""},{""""resourceType"""":""""AWS::EC2::Subnet"""",""""resourceName"""":""""subnet-01397f2c829c0cdf8""""},{""""resourceType"""":""""AWS::EC2::Subnet"""",""""resourceName"""":""""subnet-0dbfb2d6bbf6a7375""""},{""""resourceType"""":""""AWS::EC2::Subnet"""",""""resourceName"""":""""subnet-0b8be041d0ac9af3e""""},{""""resourceType"""":""""AWS::EC2::Subnet"""",""""resourceName"""":""""subnet-069b8c268f3528a95""""},{""""resourceType"""":""""AWS::RDS::DBParameterGroup"""",""""resourceName"""":""""default.mysql8.0""""}]"",f6ba6068-d563-49c7-8299-44f0c997251c,b8106db1-517b-4c47-bbce-0635c3486937,,AwsApiCall,828697518480,";;;
"root,ASIA4B4RYUGIE7HRPVWZ,2020-09-12T13:37:29Z,rds.amazonaws.com,CreateDBInstanceReadReplica,eu-west-3,213.55.244.43,console.amazonaws.com,,""[{""""resourceType"""":""""AWS::RDS::DBInstance"""",""""resourceName"""":""""arn:aws:rds:us-east-1:828697518480:db:udacity""""},{""""resourceType"""":""""AWS::RDS::DBInstance"""",""""resourceName"""":""""udacityreplica""""},{""""resourceType"""":""""AWS::EC2::VPC"""",""""resourceName"""":""""vpc-0ccfb2e27fdb05e8b""""},{""""resourceType"""":""""AWS::RDS::DBSubnetGroup"""",""""resourceName"""":""""rdssubnetgroup2""""},{""""resourceType"""":""""AWS::EC2::SecurityGroup"""",""""resourceName"""":""""sg-039ded1421e83b66d""""},{""""resourceType"""":""""AWS::RDS::DBOptionGroup"""",""""resourceName"""":""""default:mysql-8-0""""},{""""resourceType"""":""""AWS::EC2::Subnet"""",""""resourceName"""":""""subnet-01397f2c829c0cdf8""""},{""""resourceType"""":""""AWS::EC2::Subnet"""",""""resourceName"""":""""subnet-0dbfb2d6bbf6a7375""""},{""""resourceType"""":""""AWS::EC2::Subnet"""",""""resourceName"""":""""subnet-0b8be041d0ac9af3e""""},{""""resourceType"""":""""AWS::EC2::Subnet"""",""""resourceName"""":""""subnet-069b8c268f3528a95""""},{""""resourceType"""":""""AWS::RDS::DBParameterGroup"""",""""resourceName"""":""""default.mysql8.0""""}]"",f3f6013e-b372-43c9-8f94-fefce75ae2a9,3e84e36f-3615-4853-bde7-54c8f8592a85,,AwsApiCall,828697518480,";;;
"root,ASIA4B4RYUGIE7HRPVWZ,2020-09-12T13:26:12Z,rds.amazonaws.com,CreateDBInstanceReadReplica,eu-west-3,213.55.244.43,console.amazonaws.com,InvalidDBInstanceStateFault,""[{""""resourceType"""":""""AWS::RDS::DBInstance"""",""""resourceName"""":""""arn:aws:rds:us-east-1:828697518480:db:udacity""""},{""""resourceType"""":""""AWS::RDS::DBInstance"""",""""resourceName"""":""""udacityreplica""""},{""""resourceType"""":""""AWS::RDS::DBSubnetGroup"""",""""resourceName"""":""""rdssubnetgroup2""""}]"",187641fd-a80b-4e9b-8d8e-19a78c58285c,9ed6b3a2-8b24-4647-8029-d3ccc670f21f,,AwsApiCall,828697518480,";;;
"root,ASIA4B4RYUGIE7HRPVWZ,2020-09-12T13:20:37Z,rds.amazonaws.com,CreateDBInstanceReadReplica,eu-west-3,213.55.244.43,console.amazonaws.com,InvalidDBInstanceStateFault,""[{""""resourceType"""":""""AWS::RDS::DBInstance"""",""""resourceName"""":""""arn:aws:rds:us-east-1:828697518480:db:udacity""""},{""""resourceType"""":""""AWS::RDS::DBInstance"""",""""resourceName"""":""""udacityreplica""""},{""""resourceType"""":""""AWS::RDS::DBSubnetGroup"""",""""resourceName"""":""""rdssubnetgroup2""""}]"",dc486dbf-f674-4c94-b0e6-55a6c995abe0,4af44818-0df6-463b-8ae7-887341343b75,,AwsApiCall,828697518480,";;;
"root,ASIA4B4RYUGIE7HRPVWZ,2020-09-12T13:19:37Z,rds.amazonaws.com,CreateDBInstanceReadReplica,eu-west-3,213.55.244.43,console.amazonaws.com,InvalidDBInstanceStateFault,""[{""""resourceType"""":""""AWS::RDS::DBInstance"""",""""resourceName"""":""""arn:aws:rds:us-east-1:828697518480:db:udacity""""},{""""resourceType"""":""""AWS::RDS::DBInstance"""",""""resourceName"""":""""udacityreplica""""},{""""resourceType"""":""""AWS::RDS::DBSubnetGroup"""",""""resourceName"""":""""rdssubnetgroup2""""}]"",aa3caf03-ea3c-457c-ada9-016523ef3abe,9530b052-f180-4295-bda9-2ab234a3e642,,AwsApiCall,828697518480,";;;
"root,ASIA4B4RYUGIE7HRPVWZ,2020-09-12T13:10:40Z,iam.amazonaws.com,CreateRole,us-east-1,213.55.244.43,aws-internal/3 aws-sdk-java/1.11.538 Linux/4.9.217-0.1.ac.205.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.202-b08 java/1.8.0_202 vendor/Oracle_Corporation,,""[{""""resourceType"""":""""AWS::IAM::Role"""",""""resourceName"""":""""arn:aws:iam::828697518480:role/rds-monitoring-role""""},{""""resourceType"""":""""AWS::IAM::Role"""",""""resourceName"""":""""AROA4B4RYUGIHF7Q7RBOI""""},{""""resourceType"""":""""AWS::IAM::Role"""",""""resourceName"""":""""rds-monitoring-role""""}]"",78568cde-2868-4b77-a7c0-9542d66533e3,3802dadd-383c-4ffe-98db-e6d107fba374,,AwsApiCall,828697518480,";;;
"root,ASIA4B4RYUGIE7HRPVWZ,2020-09-12T13:10:40Z,iam.amazonaws.com,AttachRolePolicy,us-east-1,213.55.244.43,aws-internal/3 aws-sdk-java/1.11.538 Linux/4.9.217-0.1.ac.205.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.202-b08 java/1.8.0_202 vendor/Oracle_Corporation,,""[{""""resourceType"""":""""AWS::IAM::Policy"""",""""resourceName"""":""""arn:aws:iam::aws:policy/service-role/AmazonRDSEnhancedMonitoringRole""""},{""""resourceType"""":""""AWS::IAM::Role"""",""""resourceName"""":""""rds-monitoring-role""""}]"",6eafd68f-1a92-4d09-be93-919e8886bf1c,72f3e105-f165-46de-9d94-572b0e94df57,,AwsApiCall,828697518480,";;;
"root,ASIA4B4RYUGIF45BJAME,2020-09-12T12:56:39Z,rds.amazonaws.com,CreateDBSubnetGroup,eu-west-3,213.55.244.43,aws-internal/3 aws-sdk-java/1.11.538 Linux/4.9.217-0.1.ac.205.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.202-b08 java/1.8.0_202 vendor/Oracle_Corporation,,""[{""""resourceType"""":""""AWS::EC2::VPC"""",""""resourceName"""":""""vpc-0ccfb2e27fdb05e8b""""},{""""resourceType"""":""""AWS::RDS::DBSubnetGroup"""",""""resourceName"""":""""rdssubnetgroup2""""},{""""resourceType"""":""""AWS::EC2::Subnet"""",""""resourceName"""":""""subnet-01397f2c829c0cdf8""""},{""""resourceType"""":""""AWS::EC2::Subnet"""",""""resourceName"""":""""subnet-0dbfb2d6bbf6a7375""""},{""""resourceType"""":""""AWS::EC2::Subnet"""",""""resourceName"""":""""subnet-0b8be041d0ac9af3e""""},{""""resourceType"""":""""AWS::EC2::Subnet"""",""""resourceName"""":""""subnet-069b8c268f3528a95""""}]"",9ce1a1b9-76ba-4e1b-aad0-e289c1a9525e,73ca33a3-11d8-4f7f-afc3-77e04b21fd2a,,AwsApiCall,828697518480,";;;
